p_val	avg_logFC	pct.1	pct.2	p_val_adj	sample_id	cell_type	gene_symbol
MMY21940.NK.NDUFB2	0.00408188376022594	0.878954146931196	0.487	0.653	1	MMY21940	NK	NDUFB2
MMY21940.NK.ZNF292	0.00412900048969371	0.262502636532716	0.152	0.274	1	MMY21940	NK	ZNF292
MMY21940.NK.ANAPC11	0.00417458470689593	1.27405477036931	0.438	0.316	1	MMY21940	NK	ANAPC11
MMY21940.NK.SNRNP200	0.00419032410881973	-0.416183090123385	0.144	0.253	1	MMY21940	NK	SNRNP200
MMY21940.NK.USO1	0.00421027138698233	0.273691049024979	0.132	0.032	1	MMY21940	NK	USO1
MMY21940.NK.TMEM214	0.00422591884959774	0.326420203050307	0.116	0.021	1	MMY21940	NK	TMEM214
MMY21940.NK.FAM3C	0.00432350464129995	0.621162758756462	0.25	0.126	1	MMY21940	NK	FAM3C
MMY21940.NK.GCHFR	0.00436251585455324	-0.313823996597365	0.076	0.158	1	MMY21940	NK	GCHFR
MMY21940.NK.CCDC107	0.00440290166011257	-0.405242320672428	0.134	0.232	1	MMY21940	NK	CCDC107
MMY21940.NK.LTBP3	0.00440412668536548	0.259968623345566	0.161	0.053	1	MMY21940	NK	LTBP3
MMY21940.NK.FMC1	0.00441338955040869	0.699420309206216	0.281	0.147	1	MMY21940	NK	FMC1
MMY21940.NK.HSPA13	0.00445015159080416	0.446276937161073	0.202	0.084	1	MMY21940	NK	HSPA13
MMY21940.NK.COX20	0.00447165006667059	1.19422335172776	0.334	0.2	1	MMY21940	NK	COX20
MMY21940.NK.ALKBH7	0.00449471643023663	0.559201148399517	0.271	0.137	1	MMY21940	NK	ALKBH7
MMY21940.NK.TUBB	0.00460646850830841	2.21529516007935	0.295	0.158	1	MMY21940	NK	TUBB
MMY21940.NK.NDUFB6	0.0046349377785641	0.576453459485484	0.272	0.147	1	MMY21940	NK	NDUFB6
MMY21940.NK.ZFPM1	0.00471240180195712	0.298156635846885	0.145	0.042	1	MMY21940	NK	ZFPM1
MMY21940.NK.RPS20	0.00480246680934943	22.3692991455849	0.858	0.842	1	MMY21940	NK	RPS20
MMY21940.NK.NAMPT	0.00487073044433953	11.7649780711593	0.21	0.095	1	MMY21940	NK	NAMPT
MMY21940.NK.MCEE	0.00489092869728601	0.26568867550593	0.129	0.032	1	MMY21940	NK	MCEE
MMY21940.NK.SEC63	0.00505121299984896	0.735463906109209	0.269	0.147	1	MMY21940	NK	SEC63
MMY21940.NK.NDUFB5	0.00513771457489068	0.322042425292395	0.215	0.095	1	MMY21940	NK	NDUFB5
MMY21940.NK.IGHG1	0.00521985104458931	100.88023826512	0.112	0.021	1	MMY21940	NK	IGHG1
MMY21940.NK.FAM3A	0.00522191393537992	0.300815461363161	0.143	0.042	1	MMY21940	NK	FAM3A
MMY21940.NK.ARHGAP15	0.00539427617013153	-0.729005719610084	0.102	0.189	1	MMY21940	NK	ARHGAP15
MMY21940.NK.AARS	0.00540264521911441	0.301343819401773	0.142	0.042	1	MMY21940	NK	AARS
MMY21940.NK.FOXO3	0.00543678784240076	0.718283195401054	0.22	0.105	1	MMY21940	NK	FOXO3
MMY21940.NK.AIG1	0.00553761791542112	0.285382454277543	0.144	0.042	1	MMY21940	NK	AIG1
MMY21940.NK.MRPL41	0.00555516821943931	1.15014573946467	0.344	0.211	1	MMY21940	NK	MRPL41
MMY21940.NK.SUMO2	0.00565469170492963	-0.358472585533887	0.474	0.653	1	MMY21940	NK	SUMO2
MMY21940.NK.DNAJB11	0.00567166937744119	0.369228292943321	0.184	0.074	1	MMY21940	NK	DNAJB11
MMY21940.NK.NOP58	0.0057711997416134	0.508282085149781	0.258	0.137	1	MMY21940	NK	NOP58
MMY21940.NK.CBX7	0.00577793327343884	0.260954167548425	0.156	0.053	1	MMY21940	NK	CBX7
MMY21940.NK.GOLIM4	0.00578347212837554	0.283859094401925	0.127	0.032	1	MMY21940	NK	GOLIM4
MMY21940.NK.KMT2E	0.00582368614828331	0.314642615873018	0.233	0.358	1	MMY21940	NK	KMT2E
MMY21940.NK.YPEL3	0.00584298011069913	2.18147798393915	0.32	0.463	1	MMY21940	NK	YPEL3
MMY21940.NK.NDUFB11	0.00589771963492497	1.62140062348537	0.495	0.379	1	MMY21940	NK	NDUFB11
MMY21940.NK.POLR2K	0.00589824578016622	1.18130519635349	0.409	0.295	1	MMY21940	NK	POLR2K
MMY21940.NK.RAD23A	0.00590935034651727	0.744717818514691	0.347	0.221	1	MMY21940	NK	RAD23A
MMY21940.NK.IFRD1	0.00596018246801474	-2.87739793208972	0.158	0.263	1	MMY21940	NK	IFRD1
MMY21940.NK.RACK1	0.00607248800609277	5.99624600742744	0.835	0.811	1	MMY21940	NK	RACK1
MMY21940.NK.EIF3M	0.00617363005124642	0.894604758050496	0.376	0.242	1	MMY21940	NK	EIF3M
MMY21940.NK.POLR2J3.1	0.00623589096523173	2.04662727560276	0.214	0.337	1	MMY21940	NK	POLR2J3.1
MMY21940.NK.HLA-DRA	0.00637982155449137	11.8683273654083	0.123	0.032	1	MMY21940	NK	HLA-DRA
MMY21940.NK.RHOQ	0.00641304971283926	0.807551348218763	0.196	0.084	1	MMY21940	NK	RHOQ
MMY21940.NK.LRMP	0.0064194698969995	0.787691565706972	0.208	0.095	1	MMY21940	NK	LRMP
MMY21940.NK.ANXA5	0.00646141761347243	0.717956644930454	0.212	0.095	1	MMY21940	NK	ANXA5
MMY21940.NK.NME4	0.00649672888606824	0.390174499528111	0.154	0.053	1	MMY21940	NK	NME4
MMY21940.NK.CNDP2	0.00658182754996734	0.395037692686329	0.221	0.105	1	MMY21940	NK	CNDP2
MMY21940.NK.PET100	0.00661956977491709	1.35269562364525	0.493	0.379	1	MMY21940	NK	PET100
MMY21940.NK.ALG13	0.00703160222736275	0.256586579024879	0.183	0.074	1	MMY21940	NK	ALG13
MMY21940.NK.RSRC2	0.00704340806719496	-0.255896347670383	0.218	0.337	1	MMY21940	NK	RSRC2
MMY21940.NK.ATIC	0.00718604984792218	0.282401175809393	0.153	0.053	1	MMY21940	NK	ATIC
MMY21940.NK.DARS	0.00719584178937044	0.508257849509502	0.231	0.116	1	MMY21940	NK	DARS
MMY21940.NK.SYAP1	0.00746688014182811	-0.721845328162395	0.163	0.263	1	MMY21940	NK	SYAP1
MMY21940.NK.OSBPL9	0.00749718886452329	0.257066694696963	0.152	0.053	1	MMY21940	NK	OSBPL9
MMY21940.NK.SSSCA1	0.00763871776625269	0.394260719821297	0.205	0.095	1	MMY21940	NK	SSSCA1
MMY21940.NK.ARGLU1	0.00794175605073729	2.40905367020439	0.398	0.537	1	MMY21940	NK	ARGLU1
MMY21940.NK.KMT2A	0.00796953119568209	-1.0990818208703	0.191	0.305	1	MMY21940	NK	KMT2A
MMY21940.NK.ILF2	0.00797691639141481	0.256593998639328	0.179	0.074	1	MMY21940	NK	ILF2
MMY21940.NK.S100A6	0.00801544463635427	15.9815092106421	0.63	0.758	1	MMY21940	NK	S100A6
MMY21940.NK.GLCCI1	0.00802288269947513	1.57781512830691	0.314	0.2	1	MMY21940	NK	GLCCI1
MMY21940.NK.FBXO7	0.00809873875094226	-0.292121472730102	0.08	0.158	1	MMY21940	NK	FBXO7
MMY21940.NK.MCM7	0.00815348971171198	0.293913428554051	0.136	0.042	1	MMY21940	NK	MCM7
MMY21940.NK.EIF4EBP1	0.0081834247924879	1.36246654379249	0.176	0.074	1	MMY21940	NK	EIF4EBP1
MMY21940.NK.ATRX	0.00837907180887478	-0.428867310746564	0.259	0.4	1	MMY21940	NK	ATRX
MMY21940.NK.TCF3	0.00855609903512924	0.277829289520202	0.177	0.074	1	MMY21940	NK	TCF3
MMY21940.NK.PUM3	0.00858749556256438	0.26802293216413	0.168	0.063	1	MMY21940	NK	PUM3
MMY21940.NK.VKORC1	0.00859362105859145	0.292489150348385	0.189	0.084	1	MMY21940	NK	VKORC1
MMY21940.NK.RER1	0.00859609173729442	0.50463502245565	0.345	0.211	1	MMY21940	NK	RER1
MMY21940.NK.NDUFA3	0.00865520301312387	0.392884306563873	0.535	0.411	1	MMY21940	NK	NDUFA3
MMY21940.NK.EXOSC4	0.00871194512621377	0.390670751739032	0.106	0.021	1	MMY21940	NK	EXOSC4
MMY21940.NK.PSMG4	0.00878059935108435	0.257990651880139	0.149	0.053	1	MMY21940	NK	PSMG4
MMY21940.NK.ARID4B	0.0089070645456545	-0.443073133315097	0.136	0.232	1	MMY21940	NK	ARID4B
MMY21940.NK.R3HDM2	0.00895435514120204	-0.292778144940513	0.096	0.179	1	MMY21940	NK	R3HDM2
MMY21940.NK.CHCHD2	0.00907897710604231	3.47395420217174	0.672	0.568	1	MMY21940	NK	CHCHD2
MMY21940.NK.IFIH1	0.00908108431700951	0.261179937632953	0.103	0.021	1	MMY21940	NK	IFIH1
MMY21940.NK.TOR3A	0.0091256304358509	0.294267917102987	0.162	0.063	1	MMY21940	NK	TOR3A
MMY21940.NK.RBBP4	0.0091621820760744	0.619313537694597	0.347	0.221	1	MMY21940	NK	RBBP4
MMY21940.NK.DENR	0.00921909752792488	-0.459353160658677	0.147	0.242	1	MMY21940	NK	DENR
MMY21940.NK.ALG5	0.00922098811768261	0.250157982939627	0.163	0.063	1	MMY21940	NK	ALG5
MMY21940.NK.BIRC2	0.00942987749738245	-0.250599588413734	0.104	0.189	1	MMY21940	NK	BIRC2
MMY21940.NK.RPL31	0.00957598340264588	22.6816007215746	0.799	0.811	1	MMY21940	NK	RPL31
MMY21940.NK.NACA	0.00983821162926533	12.6626298115866	0.878	0.937	1	MMY21940	NK	NACA
MMY21940.NK.RPS15	0.00984609554396901	38.3501412668197	0.969	0.989	1	MMY21940	NK	RPS15
MMY21940.NK.RPL21	0.0100023586244462	36.4699641185553	0.954	0.989	1	MMY21940	NK	RPL21
MMY21940.NK.NR4A1	0.0100504806471787	4.52630597491165	0.101	0.021	1	MMY21940	NK	NR4A1
MMY21940.NK.RPL11	0.0101685898313001	55.5819939947553	0.978	0.979	1	MMY21940	NK	RPL11
MMY21940.NK.IFT20	0.0102989644778892	0.381014908820436	0.236	0.126	1	MMY21940	NK	IFT20
MMY21940.NK.WTAP	0.0103421101423441	-0.309639631104611	0.146	0.242	1	MMY21940	NK	WTAP
MMY21940.NK.TMEM219	0.0103471928590561	0.300445069692868	0.189	0.084	1	MMY21940	NK	TMEM219
MMY21940.NK.COX6B1	0.0103556597508828	2.45865813628679	0.671	0.611	1	MMY21940	NK	COX6B1
MMY21940.NK.ATP5MPL	0.0105282807070794	1.87448973682758	0.618	0.516	1	MMY21940	NK	ATP5MPL
MMY21940.NK.GOLGB1	0.0105802684177957	1.94016716864632	0.237	0.126	1	MMY21940	NK	GOLGB1
MMY21940.NK.RSBN1L	0.0106803031121013	-0.251366423036735	0.206	0.316	1	MMY21940	NK	RSBN1L
MMY21940.NK.FAM136A	0.0108117055426174	0.358366421154472	0.21	0.105	1	MMY21940	NK	FAM136A
MMY21940.NK.TMEM167A	0.0110810883251401	0.413398137437195	0.292	0.168	1	MMY21940	NK	TMEM167A
MMY21940.NK.HIGD2A	0.011226235556555	0.626401996905116	0.338	0.211	1	MMY21940	NK	HIGD2A
MMY21940.NK.TBL1XR1	0.011343682032986	1.18432667746434	0.308	0.2	1	MMY21940	NK	TBL1XR1
MMY21940.NK.CSTB	0.0115799234703949	-0.445990570279048	0.236	0.337	1	MMY21940	NK	CSTB
MMY21940.NK.MARS	0.0116758082318912	0.333359106972187	0.144	0.053	1	MMY21940	NK	MARS
MMY21940.NK.EIF5B	0.0119762662700777	1.05622287417089	0.394	0.263	1	MMY21940	NK	EIF5B
MMY21940.NK.LGALS1	0.0121587674430548	24.4418777143478	0.43	0.305	1	MMY21940	NK	LGALS1
MMY21940.NK.NDUFS7	0.0122797209807054	0.323490642211616	0.238	0.126	1	MMY21940	NK	NDUFS7
MMY21940.NK.PSMD4	0.0123543879768104	0.359002647820228	0.221	0.116	1	MMY21940	NK	PSMD4
MMY21940.NK.HS2ST1	0.0123704254127439	0.361195813592309	0.142	0.053	1	MMY21940	NK	HS2ST1
MMY21940.NK.TXNDC12	0.012541617287571	0.277395478579962	0.185	0.084	1	MMY21940	NK	TXNDC12
MMY21940.NK.METTL26	0.0125753411878952	0.43780101569621	0.262	0.147	1	MMY21940	NK	METTL26
MMY21940.NK.ITGA6	0.0126132245476697	4.75237177824927	0.184	0.084	1	MMY21940	NK	ITGA6
MMY21940.NK.ZCCHC7	0.0129022631983819	0.457836477161202	0.229	0.126	1	MMY21940	NK	ZCCHC7
MMY21940.NK.ACADM	0.0129559880717627	0.301639753728897	0.183	0.084	1	MMY21940	NK	ACADM
MMY21940.NK.RAB11FIP1	0.0130310610896115	21.4375431703185	0.387	0.316	1	MMY21940	NK	RAB11FIP1
MMY21940.NK.SMAP2	0.0130758531077281	1.68689846695947	0.324	0.221	1	MMY21940	NK	SMAP2
MMY21940.NK.YWHAG	0.0133830578424793	0.292117282729749	0.142	0.053	1	MMY21940	NK	YWHAG
MMY21940.NK.MT-CO2	0.0134121201476465	365.469650469503	0.953	1	1	MMY21940	NK	MT-CO2
MMY21940.NK.TRAPPC1	0.0134184267169002	-0.26387469561589	0.212	0.316	1	MMY21940	NK	TRAPPC1
MMY21940.NK.LMF1	0.0134879175754242	0.297028213277479	0.129	0.042	1	MMY21940	NK	LMF1
MMY21940.NK.COMTD1	0.0135540242730442	0.288536139974434	0.112	0.032	1	MMY21940	NK	COMTD1
MMY21940.NK.KNOP1	0.0135929142617883	0.33680867557675	0.154	0.063	1	MMY21940	NK	KNOP1
MMY21940.NK.ATF4	0.013677387439345	2.72848703124851	0.463	0.347	1	MMY21940	NK	ATF4
MMY21940.NK.IRS2	0.0136778014388724	-0.26635816447415	0.048	0.105	1	MMY21940	NK	IRS2
MMY21940.NK.HNRNPH1	0.0138110985800134	5.40878137705895	0.557	0.695	1	MMY21940	NK	HNRNPH1
MMY21940.NK.BEX2	0.0138282292410275	11.7965768259329	0.168	0.074	1	MMY21940	NK	BEX2
MMY21940.NK.USE1	0.0138638246479406	0.25741029095902	0.168	0.074	1	MMY21940	NK	USE1
MMY21940.NK.GADD45A	0.0139460918579314	6.82363607125286	0.144	0.053	1	MMY21940	NK	GADD45A
MMY21940.NK.ENO1	0.0140998435753723	0.493738585278752	0.316	0.2	1	MMY21940	NK	ENO1
MMY21940.NK.CHCHD1	0.0143746296892441	0.344430713160995	0.205	0.105	1	MMY21940	NK	CHCHD1
MMY21940.NK.SNRPD2	0.0146828902843655	2.80182042537723	0.62	0.537	1	MMY21940	NK	SNRPD2
MMY21940.NK.C1QBP	0.0147956583802181	0.279793348368645	0.334	0.211	1	MMY21940	NK	C1QBP
MMY21940.NK.ANKRD12	0.0148937639512429	3.05242459369679	0.305	0.453	1	MMY21940	NK	ANKRD12
MMY21940.NK.RPS24	0.0148989941781335	12.8664423245133	0.939	0.989	1	MMY21940	NK	RPS24
MMY21940.NK.MMADHC	0.0149805796865641	0.260510261714256	0.18	0.084	1	MMY21940	NK	MMADHC
MMY21940.NK.VIM	0.0152243780487607	14.5369221369476	0.544	0.474	1	MMY21940	NK	VIM
MMY21940.NK.EIF2S3	0.0153610034116447	1.16268768587945	0.362	0.253	1	MMY21940	NK	EIF2S3
MMY21940.NK.PRDX3	0.0155024028251064	0.261841998763151	0.167	0.074	1	MMY21940	NK	PRDX3
MMY21940.NK.PRDM1	0.0158582162894802	8.40595543744252	0.343	0.242	1	MMY21940	NK	PRDM1
MMY21940.NK.LCORL	0.0160068981920527	0.517630674673584	0.164	0.074	1	MMY21940	NK	LCORL
MMY21940.NK.TMA7	0.0160352280704806	7.60283426586739	0.782	0.947	1	MMY21940	NK	TMA7
MMY21940.NK.NUDT22	0.0161456801661907	0.272633745695586	0.193	0.095	1	MMY21940	NK	NUDT22
MMY21940.NK.NUDT4	0.0162133731618923	0.296250663923519	0.183	0.084	1	MMY21940	NK	NUDT4
MMY21940.NK.EIF3H	0.0162148783588002	0.766364114361878	0.362	0.253	1	MMY21940	NK	EIF3H
MMY21940.NK.ILK	0.0163491192083955	4.68855303620451	0.062	0.126	1	MMY21940	NK	ILK
MMY21940.NK.PMM2	0.0167188149282634	0.305022404127281	0.123	0.042	1	MMY21940	NK	PMM2
MMY21940.NK.SERF2	0.0168987684101535	7.62118760370632	0.915	0.968	1	MMY21940	NK	SERF2
MMY21940.NK.IER3IP1	0.0169191928983003	0.279816618769394	0.234	0.126	1	MMY21940	NK	IER3IP1
MMY21940.NK.MESD	0.0170142064526239	0.512049901913568	0.273	0.168	1	MMY21940	NK	MESD
MMY21940.NK.LAMTOR5	0.0170646373718105	0.36114611050512	0.315	0.2	1	MMY21940	NK	LAMTOR5
MMY21940.NK.C16orf72	0.0170923304220248	0.279095474613094	0.168	0.263	1	MMY21940	NK	C16orf72
MMY21940.NK.SRRM2	0.0175686167664105	1.28252004823693	0.402	0.537	1	MMY21940	NK	SRRM2
MMY21940.NK.TARS	0.0176401460117186	0.292897938619713	0.151	0.063	1	MMY21940	NK	TARS
MMY21940.NK.NSA2	0.0177517652568376	1.87071200814594	0.448	0.368	1	MMY21940	NK	NSA2
MMY21940.NK.BBX	0.0179080017404442	-0.594187725353451	0.169	0.263	1	MMY21940	NK	BBX
MMY21940.NK.RPL30	0.0180779545285904	62.4696360138349	0.962	0.989	1	MMY21940	NK	RPL30
MMY21940.NK.MED13L	0.0181599216599026	1.70540611853491	0.264	0.168	1	MMY21940	NK	MED13L
MMY21940.NK.RPRD1A	0.0182661752095832	0.510999510635632	0.123	0.042	1	MMY21940	NK	RPRD1A
MMY21940.NK.TMEM179B	0.0184223898047276	0.267805056233133	0.207	0.105	1	MMY21940	NK	TMEM179B
MMY21940.NK.PTP4A2	0.0186511829059546	0.471310230181557	0.402	0.537	1	MMY21940	NK	PTP4A2
MMY21940.NK.SBNO1	0.0186606402510191	-0.32444059276794	0.102	0.179	1	MMY21940	NK	SBNO1
MMY21940.NK.PTK2B	0.0188220499857505	0.754616756549486	0.248	0.147	1	MMY21940	NK	PTK2B
MMY21940.NK.SCARB2	0.019117421618034	0.515792268026963	0.137	0.053	1	MMY21940	NK	SCARB2
MMY21940.NK.COX5B	0.0191662000153628	2.10927780972971	0.569	0.516	1	MMY21940	NK	COX5B
MMY21940.NK.FKBP1A	0.0195721811290061	0.55523293549107	0.279	0.168	1	MMY21940	NK	FKBP1A
MMY21940.NK.NFE2L1	0.0195974953315229	0.58484094533997	0.212	0.116	1	MMY21940	NK	NFE2L1
MMY21940.NK.APC	0.0196923368881404	-0.265408540982372	0.065	0.126	1	MMY21940	NK	APC
MMY21940.NK.RPS29	0.0198850459167603	25.4789972497155	0.966	0.989	1	MMY21940	NK	RPS29
MMY21940.NK.PPP1R15A	0.0202904685016434	13.8486867543413	0.303	0.211	1	MMY21940	NK	PPP1R15A
MMY21940.NK.TSC22D3	0.0205435565027546	37.5789755308459	0.61	0.695	1	MMY21940	NK	TSC22D3
MMY21940.NK.EPN2	0.0208229597619115	0.264531143821127	0.105	0.032	1	MMY21940	NK	EPN2
MMY21940.NK.VPS51	0.0208762357667186	0.250310644407598	0.192	0.095	1	MMY21940	NK	VPS51
MMY21940.NK.ZBTB10	0.0209781717696651	2.8856477467409	0.134	0.053	1	MMY21940	NK	ZBTB10
MMY21940.NK.KCNQ1OT1	0.0211607883939598	7.32494506589893	0.181	0.095	1	MMY21940	NK	KCNQ1OT1
MMY21940.NK.NDUFB7	0.0216127180861929	1.15242772974932	0.51	0.421	1	MMY21940	NK	NDUFB7
MMY21940.NK.MRPL33	0.0218928241553109	0.913518917865987	0.359	0.253	1	MMY21940	NK	MRPL33
MMY21940.NK.CFDP1	0.0220304026360797	-0.537319818689941	0.156	0.242	1	MMY21940	NK	CFDP1
MMY21940.NK.CDK5RAP3	0.0226411106860324	0.322206381778332	0.146	0.063	1	MMY21940	NK	CDK5RAP3
MMY21940.NK.DUT	0.0232851498776055	0.651889268419367	0.282	0.179	1	MMY21940	NK	DUT
MMY21940.NK.OCIAD1	0.023702952883305	0.60019280340587	0.346	0.242	1	MMY21940	NK	OCIAD1
MMY21940.NK.TOMM5	0.0239833655869849	0.274524383092298	0.21	0.116	1	MMY21940	NK	TOMM5
MMY21940.NK.EIF3E	0.024089936472335	1.72915671844345	0.469	0.379	1	MMY21940	NK	EIF3E
MMY21940.NK.RBBP7	0.0245510624112218	-0.325145859290833	0.134	0.211	1	MMY21940	NK	RBBP7
MMY21940.NK.SRSF7	0.0248654286708897	14.2347774773381	0.353	0.484	1	MMY21940	NK	SRSF7
MMY21940.NK.PSMB8	0.0252276796640623	-0.323620397040429	0.214	0.305	1	MMY21940	NK	PSMB8
MMY21940.NK.MAP1LC3B	0.0252986540559229	24.467085178821	0.241	0.326	1	MMY21940	NK	MAP1LC3B
MMY21940.NK.EIF1AX	0.0256733652537092	1.39571896634443	0.437	0.337	1	MMY21940	NK	EIF1AX
MMY21940.NK.SELENOT	0.0258300293975176	0.656758777445788	0.338	0.242	1	MMY21940	NK	SELENOT
MMY21940.NK.RNF139	0.0259001344330741	-0.456656316062427	0.066	0.126	1	MMY21940	NK	RNF139
MMY21940.NK.OTUD6B-AS1	0.0262163051787309	0.505603311288303	0.268	0.168	1	MMY21940	NK	OTUD6B-AS1
MMY21940.NK.TTC3	0.0264083421171843	2.14630671758002	0.38	0.284	1	MMY21940	NK	TTC3
MMY21940.NK.ORMDL1	0.0264513599688434	0.296488487914368	0.329	0.221	1	MMY21940	NK	ORMDL1
MMY21940.NK.STAG2	0.0278542163296891	-0.419050724609324	0.156	0.242	1	MMY21940	NK	STAG2
MMY21940.NK.CUX1	0.0279906687669058	0.476412338383245	0.243	0.147	1	MMY21940	NK	CUX1
MMY21940.NK.DDX24	0.0281622809174721	1.00344349727709	0.348	0.474	1	MMY21940	NK	DDX24
MMY21940.NK.RNASEH2C	0.0283885571097378	0.309100225251382	0.256	0.158	1	MMY21940	NK	RNASEH2C
MMY21940.NK.CD320	0.0290952052711303	0.325437004208833	0.245	0.147	1	MMY21940	NK	CD320
MMY21940.NK.RSL1D1	0.0293218058042876	0.636739844476135	0.301	0.211	1	MMY21940	NK	RSL1D1
MMY21940.NK.MINOS1	0.0294996276829317	0.423546434603732	0.386	0.284	1	MMY21940	NK	MINOS1
MMY21940.NK.BLVRB	0.0299799434343075	1.54245060754779	0.199	0.105	1	MMY21940	NK	BLVRB
MMY21940.NK.TAF9	0.0300340631132101	21.6279924663427	0.233	0.137	1	MMY21940	NK	TAF9
MMY21940.NK.ATF7IP	0.030054361475977	-0.275647447396877	0.2	0.295	1	MMY21940	NK	ATF7IP
MMY21940.NK.MT-CO1	0.0303198329751333	124.469695562602	0.929	1	1	MMY21940	NK	MT-CO1
MMY21940.NK.CAMTA1	0.0303233304781742	0.393946218848331	0.237	0.147	1	MMY21940	NK	CAMTA1
MMY21940.NK.RPA3	0.0305836937490046	0.301982309046167	0.241	0.147	1	MMY21940	NK	RPA3
MMY21940.NK.MDH2	0.0308663328760231	0.508813963838491	0.328	0.232	1	MMY21940	NK	MDH2
MMY21940.NK.GARS	0.0310228824647627	1.40618572732079	0.193	0.105	1	MMY21940	NK	GARS
MMY21940.NK.STUB1	0.0310485237567355	0.306721746579362	0.274	0.179	1	MMY21940	NK	STUB1
MMY21940.NK.DNAJC19	0.0317124905068521	0.380876833755127	0.241	0.147	1	MMY21940	NK	DNAJC19
MMY21940.NK.ARL14EP	0.0318885465930005	0.573571964525657	0.199	0.105	1	MMY21940	NK	ARL14EP
MMY21940.NK.NPM1	0.0321156182220246	2.96163110915295	0.633	0.621	1	MMY21940	NK	NPM1
MMY21940.NK.STAT2	0.0322456366070262	0.279420280131631	0.166	0.084	1	MMY21940	NK	STAT2
MMY21940.NK.PDCD6	0.0324856778017554	0.259994701855338	0.262	0.168	1	MMY21940	NK	PDCD6
MMY21940.NK.TXN	0.0325924629181014	1.37847695411769	0.356	0.263	1	MMY21940	NK	TXN
MMY21940.NK.FKBP5	0.032647221255029	0.348972624747149	0.139	0.063	1	MMY21940	NK	FKBP5
MMY21940.NK.APOBEC3C	0.0326737425687891	-0.274045448341036	0.159	0.242	1	MMY21940	NK	APOBEC3C
MMY21940.NK.SMARCA4	0.0330402478992912	0.2863050238916	0.111	0.042	1	MMY21940	NK	SMARCA4
MMY21940.NK.UQCRQ	0.0331324823194396	1.63882555910658	0.492	0.411	1	MMY21940	NK	UQCRQ
MMY21940.NK.NLRC5	0.0333215184982236	-0.270361637710761	0.054	0.105	1	MMY21940	NK	NLRC5
MMY21940.NK.RPS2	0.0335485243556852	26.2383535933346	0.951	0.958	1	MMY21940	NK	RPS2
MMY21940.NK.YME1L1	0.0337521536686949	0.963360358501561	0.267	0.179	1	MMY21940	NK	YME1L1
MMY21940.NK.POU2F1	0.03391639046747	0.266877119551578	0.111	0.042	1	MMY21940	NK	POU2F1
MMY21940.NK.UQCC2	0.0340121725106216	0.364912947345928	0.193	0.105	1	MMY21940	NK	UQCC2
MMY21940.NK.NUCKS1	0.0342038743689247	0.872228156457416	0.331	0.442	1	MMY21940	NK	NUCKS1
MMY21940.NK.RPS26	0.0344580396434139	30.4510104685192	0.931	0.958	1	MMY21940	NK	RPS26
MMY21940.NK.NDUFB1	0.034563610242277	1.20512821281507	0.552	0.516	1	MMY21940	NK	NDUFB1
MMY21940.NK.MRPL1	0.0352244768181261	0.71556420457205	0.188	0.105	1	MMY21940	NK	MRPL1
MMY21940.NK.VPS37B	0.0356614240322918	0.663225698901736	0.269	0.179	1	MMY21940	NK	VPS37B
MMY21940.NK.PSMD7	0.0360517054099039	0.455570074577396	0.256	0.158	1	MMY21940	NK	PSMD7
MMY21940.NK.PSENEN	0.0364306305963923	0.530929374862876	0.272	0.179	1	MMY21940	NK	PSENEN
MMY21940.NK.RAB7A	0.0368632820430941	0.36673602469137	0.246	0.158	1	MMY21940	NK	RAB7A
MMY21940.NK.HMGB1	0.0371513171327834	3.69550885939549	0.728	0.884	1	MMY21940	NK	HMGB1
MMY21940.NK.HSBP1	0.0371838698075921	0.25925461001315	0.175	0.095	1	MMY21940	NK	HSBP1
MMY21940.NK.ATP5MF	0.0374468489742375	1.38759891030429	0.505	0.421	1	MMY21940	NK	ATP5MF
MMY21940.NK.NFKB1	0.0378073230412696	0.364133712675694	0.166	0.084	1	MMY21940	NK	NFKB1
MMY21940.NK.CYBA	0.0381085336394851	12.8876389465071	0.846	0.958	1	MMY21940	NK	CYBA
MMY21940.NK.BANF1	0.0384856074323534	0.59013771089385	0.364	0.263	1	MMY21940	NK	BANF1
MMY21940.NK.EIF4A2	0.0385103574574249	3.35327164311408	0.531	0.453	1	MMY21940	NK	EIF4A2
MMY21940.NK.ZDHHC21	0.0387727412820773	0.333997163708529	0.11	0.042	1	MMY21940	NK	ZDHHC21
MMY21940.NK.AIMP1	0.0391911251751713	-0.409409450107261	0.228	0.137	1	MMY21940	NK	AIMP1
MMY21940.NK.METAP2	0.0396203742329888	0.607109073138537	0.293	0.2	1	MMY21940	NK	METAP2
MMY21940.NK.CSDE1	0.039970386217901	0.61625710854006	0.425	0.337	1	MMY21940	NK	CSDE1
MMY21940.NK.C7orf50	0.0401036582108668	0.279653026432733	0.215	0.126	1	MMY21940	NK	C7orf50
MMY21940.NK.RPS7	0.0404932050531704	25.3908712099485	0.925	0.937	1	MMY21940	NK	RPS7
MMY21940.NK.GTF3C6	0.0408531473682123	0.289497819586049	0.247	0.158	1	MMY21940	NK	GTF3C6
MMY21940.NK.C4orf3	0.0409647932150847	1.9345242116396	0.391	0.316	1	MMY21940	NK	C4orf3
MMY21940.NK.SHMT2	0.0413935799389103	0.319264596579663	0.107	0.042	1	MMY21940	NK	SHMT2
